,名前,説明,画像,動画,属性情報→,,,,個数
tokenId,name,description,image_url,animation_url,place,image quality,,,
690,#690 🙏Itadakimasu Man🙏 2022/01/15,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 690 赤坂のサンドイッチ店、ザ・アールのサンドイッチ、ジャンゴをウーバーイーツでデリバリーして食べてみた #ASMR  \n[https://www.youtube.com/watch?v=kSVj2lx3rF4](https://www.youtube.com/watch?v=kSVj2lx3rF4)",ipfs://QmQxJWKSkK1TfuCSwEvDBoTqqUBQvsANcqnembTvuPKLSL,,home,high,,,
689,#689 🙏Itadakimasu Man🙏 2022/01/14,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 689 新潟カツ丼タレカツ渋谷店のカツ弁当（カツ3枚）をchompyのらくとく便でデリバリーして食べてみた #ASMR  \n[https://www.youtube.com/watch?v=1S5pcOeVEiU](https://www.youtube.com/watch?v=1S5pcOeVEiU)",ipfs://QmVQrxDvorPeV7jwDj3RtCtjVVDVgohmo89NVwQGdCUeZX,,home,high,,,1
688,#688 🙏Itadakimasu Man🙏 2022/01/13,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 688 渋谷宮益坂の老舗中華料理店、精陽軒の野菜入り麻婆豆腐丼をchompyのらくとく便でデリバリーして食べてみた #ASMR  \n[https://www.youtube.com/watch?v=44jGUqyOPTA](https://www.youtube.com/watch?v=44jGUqyOPTA)",ipfs://QmTFECgQM8NBQ8YVZZ879rirpjUA4mFKJZ5WKyC4AbwNKG/688.jpg,,home,normal,,,1
687,#687 🙏Itadakimasu Man🙏 2022/01/12,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 687 カナダ発のモダン寿司店、キンカ寿司渋谷のトロ鯖の塩焼き定食をchompyのらくとく便でデリバリーして食べてみた #ASMR  \n[https://www.youtube.com/watch?v=f8jJiDcKZ4E](https://www.youtube.com/watch?v=f8jJiDcKZ4E)",ipfs://QmTFECgQM8NBQ8YVZZ879rirpjUA4mFKJZ5WKyC4AbwNKG/687.jpg,,home,normal,,,1
686,#686 🙏Itadakimasu Man🙏 2022/01/11,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 686 渋谷・青学大西門前の隠れ家和食レストラン、エルミタージュケーの鶏むね肉とブロッコリーのサラダ〜2種のソース付き〜をchompyのらくとく便でデリバリーして食べてみた #ASMR  \n[https://www.youtube.com/watch?v=LGTKlkhqvig](https://www.youtube.com/watch?v=LGTKlkhqvig)",ipfs://QmTFECgQM8NBQ8YVZZ879rirpjUA4mFKJZ5WKyC4AbwNKG/686.jpg,,home,normal,,,1
685,#685 🙏Itadakimasu Man🙏 2022/01/10,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 685 西麻布のジュースバー、大泉工場のプラントベースサルサボウル（タコライス）をウーバーイーツでデリバリーして食べてみた #ASMR  \n[https://www.youtube.com/watch?v=Ozoma0wuyCU](https://www.youtube.com/watch?v=Ozoma0wuyCU)",ipfs://QmTFECgQM8NBQ8YVZZ879rirpjUA4mFKJZ5WKyC4AbwNKG/685.jpg,,home,normal,,,1
684,#684 🙏Itadakimasu Man🙏 2022/01/09,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 684 四谷三丁目の欧風カレー店オーベルジーヌのビーフカレーをウーバーイーツでデリバリーして食べてみた #ASMR  \n[https://www.youtube.com/watch?v=LGBf18WEdko](https://www.youtube.com/watch?v=LGBf18WEdko)",ipfs://QmSNvaR6912jzF8JStZokbb78x3aEEiDxcd1MUZtUiPcf6/684h.png,,home,high,,,1
683,#683 🙏Itadakimasu Man🙏 2022/01/08,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 683 ハワイアンハンバーガーのクアアイナ渋谷宮益坂店の厚切りコルビージャックアボカドバーガーをmenuでデリバリーして食べてみた #ASMR  \n[https://www.youtube.com/watch?v=dLx_2KCXsX4](https://www.youtube.com/watch?v=dLx_2KCXsX4)",ipfs://QmSNvaR6912jzF8JStZokbb78x3aEEiDxcd1MUZtUiPcf6/683h.png,,home,high,,,1
682,#682 🙏Itadakimasu Man🙏 2022/01/07,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 682 渋谷ミヤシタパークの薪火焼きレストラン、NEW LIGHTのベジタブルxローストビーフをmenuでデリバリーして食べてみた #ASMR  \n[https://www.youtube.com/watch?v=3Y8ux1jUb5o](https://www.youtube.com/watch?v=3Y8ux1jUb5o)",ipfs://QmSNvaR6912jzF8JStZokbb78x3aEEiDxcd1MUZtUiPcf6/682h.png,,home,high,,,1
681,#681 🙏Itadakimasu Man🙏 2022/01/06,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 681 サラダボウル専門店グリーンブラザーズ恵比寿店のグレインスープ、セブンスターズをchompyのらくとく便でデリバリーして食べてみた #ASMR  \n[https://www.youtube.com/watch?v=Se6Pk-RNBH0](https://www.youtube.com/watch?v=Se6Pk-RNBH0)",ipfs://QmSNvaR6912jzF8JStZokbb78x3aEEiDxcd1MUZtUiPcf6/681h.png,,home,high,,,1
680,#680 🙏Itadakimasu Man🙏 2022/01/05,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 680 渋谷ストリームの韓国ごはん・酒家 ダイダイの豚スンドゥブ味噌セットをテイクアウトして食べてみた #ASMR  \n[https://www.youtube.com/watch?v=m_qrCC5gZ9A](https://www.youtube.com/watch?v=m_qrCC5gZ9A)",ipfs://QmSNvaR6912jzF8JStZokbb78x3aEEiDxcd1MUZtUiPcf6/680h.png,,home,high,,,1
679,#679 🙏Itadakimasu Man🙏 2022/01/04,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 679 帰省編：実家で自家製フレンチトーストを食べました #short #ASMR  \n[https://www.youtube.com/watch?v=SAMt1A4fg8c](https://www.youtube.com/watch?v=SAMt1A4fg8c)",ipfs://QmTFECgQM8NBQ8YVZZ879rirpjUA4mFKJZ5WKyC4AbwNKG/679.jpg,,parents' home,normal,,,1
678,#678 🙏Itadakimasu Man🙏 2022/01/03,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 678 帰省編：実家で自家製サンドイッチを食べました #short #ASMR  \n[https://www.youtube.com/watch?v=KJWvhrKeLBU](https://www.youtube.com/watch?v=KJWvhrKeLBU)",ipfs://QmTFECgQM8NBQ8YVZZ879rirpjUA4mFKJZ5WKyC4AbwNKG/678.jpg,,parents' home,normal,,,1
677,#677 🙏Itadakimasu Man🙏 2022/01/02,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 677 帰省編：実家でお雑煮を食べました #short #ASMR  \n[https://www.youtube.com/watch?v=hIY3Yq8PBEQ](https://www.youtube.com/watch?v=hIY3Yq8PBEQ)",ipfs://QmTFECgQM8NBQ8YVZZ879rirpjUA4mFKJZ5WKyC4AbwNKG/677.jpg,,parents' home,normal,,,1
676,#676 🙏Itadakimasu Man🙏 2022/01/01,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 676 帰省編：実家ですき焼きを食べました #short #ASMR  \n[https://www.youtube.com/watch?v=Co1uZt2i_jM](https://www.youtube.com/watch?v=Co1uZt2i_jM)",ipfs://QmTFECgQM8NBQ8YVZZ879rirpjUA4mFKJZ5WKyC4AbwNKG/676.jpg,,parents' home,normal,,,1
675,#675 🙏Itadakimasu Man🙏 2021/12/31,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 675 帰省編：実家でオムライスを食べました #short #ASMR  \n[https://www.youtube.com/watch?v=S5a5LNttw3s](https://www.youtube.com/watch?v=S5a5LNttw3s)",ipfs://QmTFECgQM8NBQ8YVZZ879rirpjUA4mFKJZ5WKyC4AbwNKG/675.jpg,,parents' home,normal,,,1
674,#674 🙏Itadakimasu Man🙏 2021/12/30,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 674 帰省編：実家で焼きそばを食べました #short #ASMR  \n[https://www.youtube.com/watch?v=vAclcL6yF6k](https://www.youtube.com/watch?v=vAclcL6yF6k)",ipfs://QmTFECgQM8NBQ8YVZZ879rirpjUA4mFKJZ5WKyC4AbwNKG/674.jpg,,parents' home,normal,,,1
673,#673 🙏Itadakimasu Man🙏 2021/12/29,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 673 帰省編：実家でカレーを食べました #short #ASMR  \n[https://www.youtube.com/watch?v=aORy9Ts5cF0](https://www.youtube.com/watch?v=aORy9Ts5cF0)",ipfs://QmTFECgQM8NBQ8YVZZ879rirpjUA4mFKJZ5WKyC4AbwNKG/673.jpg,,parents' home,normal,,,1
672,#672 🙏Itadakimasu Man🙏 2021/12/28,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 672 羽田空港第2ターミナルの空弁工房で羽田空港ひとくちおこわをテイクアウトして飛行機の機内で食べてみた #short #ASMR  \n[https://www.youtube.com/watch?v=S6wUCjtIQQc](https://www.youtube.com/watch?v=S6wUCjtIQQc)",ipfs://QmTFECgQM8NBQ8YVZZ879rirpjUA4mFKJZ5WKyC4AbwNKG/672.jpg,,airplane,normal,,,1
671,#671 🙏Itadakimasu Man🙏 2021/12/27,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 671 ブリトー・タコス専門店、フリホーレス麻布十番のヴィーガングリーンブリトーをmenuでデリバリーして食べてみた #ASMR  \n[https://www.youtube.com/watch?v=mqvra0sb0NU](https://www.youtube.com/watch?v=mqvra0sb0NU)",ipfs://QmSNvaR6912jzF8JStZokbb78x3aEEiDxcd1MUZtUiPcf6/671h.png,,home,high,,,1
670,#670 🙏Itadakimasu Man🙏 2021/12/26,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 670 カオマンガイ専門店、渋谷カオマンガイ渋谷店のカオマンガイ（並盛）をテイクアウトして食べてみた #ASMR  \n[https://www.youtube.com/watch?v=9VG_Xw2HUjc](https://www.youtube.com/watch?v=9VG_Xw2HUjc)",ipfs://QmSNvaR6912jzF8JStZokbb78x3aEEiDxcd1MUZtUiPcf6/670h.png,,home,high,,,1
669,#669 🙏Itadakimasu Man🙏 2021/12/25,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 669 クリスマスなのでパイを。西麻布のLA発パイ専門店、パイホールロサンゼルスのマムズアップルクランブルとソルトキャラメルピーカンをウーバーイーツでデリバリーして食べてみた #ASMR  \n[https://www.youtube.com/watch?v=N2Q-eS0ZWA0](https://www.youtube.com/watch?v=N2Q-eS0ZWA0)",ipfs://QmSNvaR6912jzF8JStZokbb78x3aEEiDxcd1MUZtUiPcf6/669h.png,,home,high,,,1
668,#668 🙏Itadakimasu Man🙏 2021/12/24,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 668 クリスマスイブなので七面鳥を。三宿のハンバーガー店L.A.ガレージのターキーブレストサンドイッチをウーバーイーツでデリバリーして食べてみた #ASMR  \n[https://www.youtube.com/watch?v=Ue8S56NaRck](https://www.youtube.com/watch?v=Ue8S56NaRck)",ipfs://QmSNvaR6912jzF8JStZokbb78x3aEEiDxcd1MUZtUiPcf6/668h.png,,home,high,,,1
667,#667 🙏Itadakimasu Man🙏 2021/12/23,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 667 渋谷リバーストリートに出店の台湾フードのキッチンカー、おかかキッチンのパクチー魯肉飯とアップルサイダー（蘋果西打）をテイクアウトして食べてみた #ASMR  \n[https://www.youtube.com/watch?v=VkpbhuV2jg8](https://www.youtube.com/watch?v=VkpbhuV2jg8)",ipfs://QmSNvaR6912jzF8JStZokbb78x3aEEiDxcd1MUZtUiPcf6/667h.png,,home,high,,,1
666,#666 🙏Itadakimasu Man🙏 2021/12/22,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 666 富ヶ谷のコーヒー＆サンドイッチ専門店、BONDI COFFEE SANDWICHES のシュリンプアボカドトマトをmenuでデリバリーして食べてみた #ASMR  \n[https://www.youtube.com/watch?v=O3vUGqO_nxI](https://www.youtube.com/watch?v=O3vUGqO_nxI)",ipfs://QmSNvaR6912jzF8JStZokbb78x3aEEiDxcd1MUZtUiPcf6/666h.png,,home,high,,,1
665,#665 🙏Itadakimasu Man🙏 2021/12/21,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 665 手作り弁当・惣菜店、広尾サクラの木の3種の唐揚げ弁当をchompyのらくとく便でデリバリーして食べてみた #ASMR  \n[https://www.youtube.com/watch?v=nEi-vHrmrJQ](https://www.youtube.com/watch?v=nEi-vHrmrJQ)",ipfs://QmSNvaR6912jzF8JStZokbb78x3aEEiDxcd1MUZtUiPcf6/665h.png,,home,high,,,1
664,#664 🙏Itadakimasu Man🙏 2021/12/20,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 664 西麻布のデリバリー専門サラダ店、さらだのあるせいかつのヴィーガンサラダ（ローストハーブトマトドレッシング）をchompyのらくとく便でデリバリーして食べてみた #ASMR  \n[https://www.youtube.com/watch?v=Ys0oj2khFMk](https://www.youtube.com/watch?v=Ys0oj2khFMk)",ipfs://QmSNvaR6912jzF8JStZokbb78x3aEEiDxcd1MUZtUiPcf6/664h.png,,home,high,,,1
663,#663 🙏Itadakimasu Man🙏 2021/12/19,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 663 韓国料理店、兄夫食堂 渋谷店の豚足をウーバーイーツでデリバリーして食べてみた #ASMR  \n[https://www.youtube.com/watch?v=2EILh1o40F8](https://www.youtube.com/watch?v=2EILh1o40F8)",ipfs://QmSNvaR6912jzF8JStZokbb78x3aEEiDxcd1MUZtUiPcf6/663h.png,,home,high,,,1
662,#662 🙏Itadakimasu Man🙏 2021/12/18,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 662 長さ60cmのもちふわ！代官山に新しくオープンしたベーカリー、生ソフトフランスパン虹の生ソフトフランスパンをテイクアウトして食べてみた #ASMR  \n[https://www.youtube.com/watch?v=K4GtVR5Cid0](https://www.youtube.com/watch?v=K4GtVR5Cid0)",ipfs://QmSNvaR6912jzF8JStZokbb78x3aEEiDxcd1MUZtUiPcf6/662h.png,,home,high,,,1
661,#661 🙏Itadakimasu Man🙏 2021/12/17,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 661 六本木のデリバリーのみのクリームシチュー専門店 steww.本店のクリームシチュー（レギュラーカップ）をmenuでデリバリーして食べてみた #ASMR  \n[https://www.youtube.com/watch?v=3W0CDfO-ckU](https://www.youtube.com/watch?v=3W0CDfO-ckU)",ipfs://QmSNvaR6912jzF8JStZokbb78x3aEEiDxcd1MUZtUiPcf6/661h.png,,home,high,,,1
660,#660 🙏Itadakimasu Man🙏 2021/12/16,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 660 素材に拘るパン屋さん、恵比寿ロータスの紅茶いちじくベーグルとドライトマト＆チーズベーグルをウーバーイーツでデリバリーして食べてみた #ASMR  \n[https://www.youtube.com/watch?v=VtTyI7J3Ius](https://www.youtube.com/watch?v=VtTyI7J3Ius)",ipfs://QmSNvaR6912jzF8JStZokbb78x3aEEiDxcd1MUZtUiPcf6/660h.png,,home,high,,,1
659,#659 🙏Itadakimasu Man🙏 2021/12/15,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 659 サラダ専門店、美と健康 10salad（テンサラダ）青山一丁目店の生ハムのせモッツァレラチーズのフルサラダをmenuでデリバリーして食べてみた #ASMR  \n[https://www.youtube.com/watch?v=_I6c5kjJguw](https://www.youtube.com/watch?v=_I6c5kjJguw)",ipfs://QmSNvaR6912jzF8JStZokbb78x3aEEiDxcd1MUZtUiPcf6/659h.png,,home,high,,,1
658,#658 🙏Itadakimasu Man🙏 2021/12/14,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 658 食べるスープ専門店、スープストックトーキョー渋谷マークシティ店の半熟玉子とチーズのオニオンスープをchompyのらくとく便でデリバリーして食べてみた #ASMR  \n[https://www.youtube.com/watch?v=4TVF6WA0SlI](https://www.youtube.com/watch?v=4TVF6WA0SlI)",ipfs://QmSNvaR6912jzF8JStZokbb78x3aEEiDxcd1MUZtUiPcf6/658h.png,,home,high,,,1
657,#657 🙏Itadakimasu Man🙏 2021/12/13,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 657 ベジヌードル専門店、428シブヤベジヌードル渋谷桜丘店の台湾風あえめん（まぜそば） をウーバーイーツでデリバリーして食べてみた #ASMR  \n[https://www.youtube.com/watch?v=AB37b-YKMoI](https://www.youtube.com/watch?v=AB37b-YKMoI)",ipfs://QmSNvaR6912jzF8JStZokbb78x3aEEiDxcd1MUZtUiPcf6/657h.png,,home,high,,,1
656,#656 🙏Itadakimasu Man🙏 2021/12/12,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 656 代官山の自家製ヨーグルト＆マフィン専門店、ラファブ代官山の代官山ヨーグルト（プレーン）にフルーツをトッピングしてテイクアウトして食べてみた #ASMR  \n[https://www.youtube.com/watch?v=RsSKNHgJ4u8](https://www.youtube.com/watch?v=RsSKNHgJ4u8)",ipfs://QmSNvaR6912jzF8JStZokbb78x3aEEiDxcd1MUZtUiPcf6/656h.png,,home,high,,,1
655,#655 🙏Itadakimasu Man🙏 2021/12/11,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 655 日本橋金子半之助 渋谷スクランブルスクエア店の特製江戸前天丼をchompyでデリバリーして食べてみた #ASMR  \n[https://www.youtube.com/watch?v=IWn8NaW7gsA](https://www.youtube.com/watch?v=IWn8NaW7gsA)",ipfs://QmSNvaR6912jzF8JStZokbb78x3aEEiDxcd1MUZtUiPcf6/655h.png,,home,high,,,1
654,#654 🙏Itadakimasu Man🙏 2021/12/10,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 654 道玄坂のコーヒースタンド、アバウトライフコーヒーブリュワーズのグルテンフリー塩キャラメルバターケーキとバナナブレッドをウーバーイーツでデリバリーして食べてみた #ASMR  \n[https://www.youtube.com/watch?v=RgOt0WcXC4k](https://www.youtube.com/watch?v=RgOt0WcXC4k)",ipfs://QmSNvaR6912jzF8JStZokbb78x3aEEiDxcd1MUZtUiPcf6/654h.png,,home,high,,,1
653,#653 🙏Itadakimasu Man🙏 2021/12/09,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 653 ポキボウル専門店、SCALES中目黒のクラシックポキとアボカドジュースをmenuでデリバリーして食べてみた #ASMR  \n[https://www.youtube.com/watch?v=biswORVPi50](https://www.youtube.com/watch?v=biswORVPi50)",ipfs://QmSNvaR6912jzF8JStZokbb78x3aEEiDxcd1MUZtUiPcf6/653h.png,,home,high,,,1
652,#652 🙏Itadakimasu Man🙏 2021/12/08,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 652 桜丘町の定食屋、海浜食堂たけだの銀鮭定食をchompyのらくとく便でデリバリーして食べてみた #ASMR  \n[https://www.youtube.com/watch?v=TxiYGmvsRD4](https://www.youtube.com/watch?v=TxiYGmvsRD4)",ipfs://QmSNvaR6912jzF8JStZokbb78x3aEEiDxcd1MUZtUiPcf6/652h.png,,home,high,,,1
